,loss,localization_loss,classification_loss,localization_mean_squared_error,classification_accuracy,val_loss,val_localization_loss,val_classification_loss,val_localization_mean_squared_error,val_classification_accuracy,lr
3,3.280472991186813,6.005472183227539,2.079378843307495,775.4223022460938,0.3392108976840973,2.956189009451097,6.076374530792236,1.740914225578308,855.4855346679688,0.4546371102333069,0.0010000000474974513
4,2.9051800213712555,5.899714946746826,1.7252367734909058,737.6885375976562,0.46037012338638306,2.622234344482422,5.849146366119385,1.4524049758911133,743.2821044921875,0.5645161271095276,0.0010000000474974513
5,2.5809169108641212,5.834278106689453,1.414061427116394,710.3220825195312,0.561103343963623,2.2819093965714976,5.798455715179443,1.1222182512283325,792.9903564453125,0.6628023982048035,0.0010000000474974513
6,2.3229897874693632,5.788135528564453,1.1653623580932617,691.8782958984375,0.639315664768219,2.3875554838488178,7.190247535705566,0.9495057463645935,2687.60107421875,0.7172378897666931,0.0010000000474974513
7,2.117461311084598,5.728963851928711,0.971668541431427,669.5797119140625,0.7061801552772522,1.8896056106013637,5.624955177307129,0.7646145224571228,649.3899536132812,0.7691532373428345,0.0010000000474974513
8,1.9908667722893827,5.651569843292236,0.8605527281761169,639.8544311523438,0.7348987460136414,1.8621230125427246,5.609522342681885,0.7402186393737793,658.6159057617188,0.7721773982048035,0.0010000000474974513
9,1.8580795233476095,5.603317737579346,0.7374162673950195,614.6168212890625,0.7752269506454468,1.6958413547085178,5.591447353363037,0.5775519013404846,660.4711303710938,0.8271169066429138,0.0010000000474974513
10,1.7822647554248405,5.562501907348633,0.6697641611099243,609.0699462890625,0.7965258359909058,1.694786283277696,5.509977340698242,0.5927908420562744,621.6697387695312,0.8220766186714172,0.0010000000474974513
11,1.7053416514529862,5.535362243652344,0.5982691645622253,596.3543701171875,0.8200069665908813,1.6125092929409397,5.466132640838623,0.5192826390266418,601.4053344726562,0.8407257795333862,0.0010000000474974513
12,1.629040062094534,5.490223407745361,0.5309953093528748,572.8458251953125,0.8385125994682312,1.5060811196604083,5.427653789520264,0.42055022716522217,586.7057495117188,0.8729838728904724,0.0010000000474974513
13,1.5990934984644032,5.45927095413208,0.5072391629219055,564.3180541992188,0.8452339172363281,1.5147702347847722,5.458182334899902,0.42313382029533386,592.0550537109375,0.8649193644523621,0.0010000000474974513
