,loss,localization_loss,classification_loss,localization_mean_squared_error,classification_accuracy,val_loss,val_localization_loss,val_classification_loss,val_localization_mean_squared_error,val_classification_accuracy
41,2.7118488876513265,5.1767258644104,0.12348563224077225,442.29766845703125,0.9582751393318176,3.0319605258203324,5.790287971496582,0.1368166208267212,692.7963256835938,0.953125
42,2.6979609241698705,5.156225681304932,0.11984869092702866,443.0468444824219,0.9600209593772888,2.899657610924013,5.546273231506348,0.12652099132537842,629.5875854492188,0.9586693644523621
43,2.690187390290159,5.153163909912109,0.11360564827919006,433.37127685546875,0.9622905254364014,2.9260311203618206,5.602216720581055,0.12492291629314423,639.1737670898438,0.9561492204666138
44,2.6753449679752968,5.146840572357178,0.10192447900772095,427.3383483886719,0.9682262539863586,2.9115859770005748,5.523444652557373,0.1498638391494751,620.811279296875,0.9511088728904724
45,2.6659648325190197,5.121798038482666,0.10506498068571091,421.9637451171875,0.9654329419136047,2.9916757306744977,5.727792263031006,0.12777964770793915,685.8628540039062,0.9596773982048035
46,2.662831214553151,5.118468761444092,0.10359736531972885,423.26806640625,0.9652583599090576,2.8758814104141726,5.5052490234375,0.12325676530599594,609.9859008789062,0.961693525314331
47,2.6538619915200345,5.099486351013184,0.10411916673183441,415.7909240722656,0.9649965167045593,2.950155827306932,5.643586158752441,0.12836278975009918,652.5829467773438,0.9571572542190552
48,2.658158623306445,5.1279802322387695,0.09416788816452026,425.8580627441406,0.9682262539863586,2.9263588151624127,5.579906463623047,0.1364058405160904,620.9359130859375,0.9606854915618896
49,2.6544785126627493,5.106931209564209,0.10101278871297836,414.23895263671875,0.9661312699317932,2.909218265164283,5.564070224761963,0.12718303501605988,637.7319946289062,0.9586693644523621
50,2.618679587401491,5.062645435333252,0.08735672384500504,402.2127990722656,0.9690118432044983,2.9825789620799403,5.644962310791016,0.1600980907678604,645.9498291015625,0.9506048560142517
51,2.6205784049114036,5.068687438964844,0.08623427897691727,400.9940185546875,0.9705830812454224,2.9095461060923915,5.524813652038574,0.14713940024375916,608.57958984375,0.9536290168762207
52,2.631801990157399,5.068887710571289,0.09735885262489319,399.8667907714844,0.9676152467727661,2.869504959352555,5.499073028564453,0.11996787041425705,624.3656005859375,0.9596773982048035
53,2.6055971670417146,5.042100429534912,0.08454738557338715,400.81475830078125,0.9718051552772522,2.926198867059523,5.572187423706055,0.14010484516620636,620.173583984375,0.9581653475761414
54,2.61019217235416,5.037345886230469,0.09151876717805862,389.6267395019531,0.9712814092636108,2.9263704130726476,5.5434136390686035,0.1546635776758194,622.5535278320312,0.9526209831237793
