,loss,localization_loss,classification_loss,localization_mean_squared_error,classification_accuracy,val_loss,val_localization_loss,val_classification_loss,val_localization_mean_squared_error,val_classification_accuracy,lr
0,5.070751166143337,8.255182266235352,2.7759487628936768,7175.91796875,0.0892857164144516,4.794921398162842,8.541632652282715,2.8168516159057617,6301.5908203125,0.0947420671582222,0.0010000000474974513
1,4.210630452933431,6.363358497619629,2.7303786277770996,1002.2389526367188,0.10775560140609741,4.511444750286284,7.759555816650391,2.781038999557495,2998.0107421875,0.1140872985124588,0.0010000000474974513
2,4.06533828903647,6.247452735900879,2.6505088806152344,922.04638671875,0.15143556892871857,4.189477784293039,6.7616143226623535,2.6639091968536377,1260.3543701171875,0.1488095223903656,0.0010000000474974513
3,3.6904030427211474,6.174595832824707,2.2398881912231445,885.4125366210938,0.28343838453292847,3.2361934298560735,6.183358192443848,1.7322325706481934,846.0767822265625,0.4623015820980072,0.0010000000474974513
4,3.2349579935314274,6.166870594024658,1.7251757383346558,884.6318969726562,0.45439425110816956,2.9448661463601247,6.021027565002441,1.461333990097046,795.6019287109375,0.5500991940498352,0.0010000000474974513
5,2.9713770281366942,6.108002185821533,1.4529659748077393,838.2117309570312,0.5441176295280457,2.6788387525649298,6.0496625900268555,1.161760926246643,816.9719848632812,0.6592261791229248,0.0010000000474974513
6,2.7316162546141807,6.066074848175049,1.1965488195419312,823.39013671875,0.6321778893470764,2.597728751954578,5.987648963928223,1.068389654159546,772.9044799804688,0.6914682388305664,0.0010000000474974513
7,2.5742201885255445,6.005589008331299,1.0351625680923462,790.3064575195312,0.6783963441848755,2.3921051706586565,6.012404918670654,0.8389890789985657,808.0433959960938,0.7395833134651184,0.0010000000474974513
8,2.4452619953315797,5.968490123748779,0.901681661605835,768.449462890625,0.7210258841514587,2.2152744928995767,5.8193182945251465,0.7166393995285034,739.3106079101562,0.7822420597076416,0.0010000000474974513
9,2.3501190658377,5.952427864074707,0.8178877830505371,757.1838989257812,0.7478991746902466,2.1514891442798434,5.883146286010742,0.6334453225135803,742.189208984375,0.8020833134651184,0.0010000000474974513
10,2.298397122310991,5.964837074279785,0.7402601838111877,771.51171875,0.7682948112487793,2.1269996279761907,5.9219818115234375,0.556715726852417,790.1605224609375,0.826884925365448,0.0010000000474974513
11,2.255111393808317,5.931681156158447,0.6869809627532959,749.654296875,0.7835258841514587,2.0441304445266724,5.796945095062256,0.4978370666503906,695.4703369140625,0.84375,0.0010000000474974513
12,2.208214469316627,5.926219940185547,0.6476011872291565,742.6876831054688,0.799982488155365,2.0765555756432668,5.750544548034668,0.5550533533096313,683.8779296875,0.8333333134651184,0.0010000000474974513
13,2.162040011221621,5.918519496917725,0.6050871014595032,740.6441650390625,0.8149510025978088,1.94013512134552,5.705812454223633,0.4298322796821594,668.9244384765625,0.8754960298538208,0.0010000000474974513
14,2.1030966894967213,5.907650947570801,0.5407119393348694,736.1156616210938,0.8330707550048828,1.9069348971048992,5.7089152336120605,0.3900110721588135,681.726318359375,0.8874008059501648,0.0010000000474974513
15,2.087924311141006,5.9088945388793945,0.5307251811027527,739.8011474609375,0.8335084319114685,1.8561124801635742,5.706717491149902,0.3486585021018982,672.7288208007812,0.8953372836112976,0.0010000000474974513
16,2.0567396558633373,5.890915393829346,0.5068961977958679,719.4149780273438,0.8415616154670715,1.8822552533376784,5.745226860046387,0.36097341775894165,661.3583984375,0.891865074634552,0.0010000000474974513
17,2.0311460795522738,5.899170875549316,0.4778412878513336,733.7271728515625,0.8510153889656067,1.8749134710856847,5.9276227951049805,0.31094926595687866,782.4833374023438,0.908730149269104,0.0010000000474974513
18,2.0274401502448973,5.880105495452881,0.47588858008384705,717.3789672851562,0.8538165092468262,1.8678861686161585,5.701816558837891,0.3490738272666931,659.5806274414062,0.8998016119003296,0.0010000000474974513
